speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Harold Short,Short,Harold,,Visiting Professorial Fellow,Australian Catholic University,,,"Harold Short is a Visiting Professorial Fellow at Australian Catholic University. He is Emeritus Professor of King’s College London, where he founded and directed the Centre for Computing in the Humanities (later Department of Digital Humanities) until retirement in 2010. At King’s he was involved in the development of three MA programmes: Digital Humanities, Digital Culture and Society and Digital Asset Management, and, with Willard McCarty, of the world's first PhD programme in Digital Humanities, launched in 2005. He also played a lead role in a number of large-scale inter-disciplinary research projects. 2011-15 he was a visiting Professor at Western Sydney University, where he was closely involved in the establishment of the Digital Humanities Research Group, which hosted the Digital Humanities 2015 conference._x000D__x000D_
_x000D__x000D_
He is a former Chair of the European Association for Digital Humanities and the Alliance of Digital Humanities Organisations in which he has a continuing role to support the development of digital humanities associations world-wide. He is a general editor of the Ashgate series Digital Research in the Arts and Humanities.",,
Hasan Elahi,Elahi,Hasan,,Associate Professor of Art,University of Maryland,,,,elahi.umd.edu/track,hasanmelahi
Hayim Lapin,Lapin,Hayim,,"Robert H. Smith Professor of Jewish Studies, Department of History Professor, MITH Facuty Fellow",University of Maryland,,,"<strong>Hayim Lapin</strong> is the Robert H. Smith Professor of <a href=""www.jewishstudies.umd.edu/faculty/lapin.html"">Jewish Studies</a> and a Professor in the <a href=""www.history.umd.edu/Bio/lapin.html"">Department of History</a> at the University of Maryland. He received his PhD from Columbia University. Hayim’s research has been at the intersection of classical Jewish texts (especially legal texts) and social and cultural history. His most recent book is on the development of the rabbinic movement in Palestine in the third and fourth centuries of the Common Era (AD) seen from the perspective of Roman provincial history. His current project, drawing on the same body of literature, is a digital scholarly edition of a principal legal text known as the Mishnah.",,
Heather Hart,Hart,Heather,,Co-founder,Black Lunch Table,Visiting Lecturer,Rutgers University Mason Gross School of Art,"Based in Brooklyn, NY, Heather Hart is a visual artist and Visiting Lecturer at Rutgers University Mason Gross School of Art. Her art practice is invested in creating site-specific liminal spaces for personal reclamation, in questioning dominant narratives and proposing alternatives to them. Heather’s independent work invites engagement from diverse publics, invites collaboration with other cultural producers, and requires masterful organizational, interpersonal, and logistical skills. Additionally, she has spearheaded the BLT Wikipedia initiative and is invested in proliferating the people’s encyclopedia as a collaborative work requiring the efforts of a diversity of community members, and this perspective has informed our event programming. Heather received her BFA at Cornish College of the Arts and her MFA from Rutgers University with studies at Princeton University.",,heatherhart
Henry Lovejoy,Lovejoy,Henry,,Lecturer and Visiting Assistant Professor,McMaster University and Michigan State University,,,"Henry B. Lovejoy was awarded his PhD from the University of California, Los Angeles in 2012. He completed a Social Sciences and Humanities Research Council of Canada Post-Doctoral Fellowship at the University of British Columbia (2012-2014) and another Post-Doctoral Fellowship at the University of Texas, Austin (2014-2015). He is currently a lecturer at McMaster University and a Visiting Assistant Professor at Michigan State University. He has published articles in <em>The Journal of African History</em>, <em>Slavery &amp; Abolition</em>, <em>Canadian Journal of African Studies</em>, <em>African Economic Histor</em>y, among other chapters in edited volumes. He expects his book project <em>Slavery, Freedom and Empire: Juan Nepomuceno Prieto of the Lucumi Nation in Cuba during the Age of Revolution</em> to be published in the “Envisioning Cuba” series with the University of North Carolina Press.",,
Howard Rambsy II,Rambsy II,Howard,,Professor of literature, Southern Illinois University Edwardsville,,,"Howard Rambsy II teaches African American literature courses at Southern Illinois University Edwardsville. His articles, blog entries, and mixed media exhibits focus on African American artistic production. He coordinates the East St. Louis Digital Humanities Club–an arts and technology program for undergraduates and high school students.",culturalfront.org2019/02/in-dataset-of-their-own-comparisons-of.html,blackstudies
Hugh Cayless,Cayless,Hugh,,Senior DH Research Developer, Duke Collaboratory for Classics Computing (DC3),,,"Hugh Cayless is a Senior DH Research Developer with the Duke Collaboratory for Classics Computing (DC3). He is a member and past Chair of the TEI Technical Council and is the Treasurer of the TEI Consortium. His current research interests include the development of tools and techniques for publishing digital critical editions, digital epigraphy and papyrology, and APIs for digital publication systems. Hugh holds a Ph.D. in Classics and a Master's degree in Information Science, both from UNC Chapel Hill.",philomousos.com,hcayless
Ian Bogost,Bogost,Ian,,Ivan Allen College Distinguished Chair in Media Studies and Professor of Interactive Computing & Founding Partner at Persuasive Games LLC.,Georgia Institute of Technology,,,"<strong>Dr. Ian Bogost</strong> is an award-winning designer and media philosopher whose work focuses on videogames and computational media. He is Ivan Allen College Distinguished Chair in Media Studies and Professor of Interactive Computing at the Georgia Institute of Technology, and Founding Partner at Persuasive Games LLC. His research and writing considers videogames as an expressive medium, and his creative practice focuses on political games and artgames. Bogost is author or co-author of <em>Unit Operations: An Approach to Videogame Criticism</em>, P<em>ersuasive Games: The Expressive Power of Videogames</em>, <em>Racing the Beam: The Atari Video Computer System</em>, <em>Newsgames: Journalism at Play</em>, <em>How To Do Things with Videogames</em>, <em>Alien Phenomenology, or What it's Like to Be a Thing</em>, and <em>10 PRINT CHR$(205.5+RND(1)); : GOTO 10</em>. His recent independent games include Cow Clicker, a Facebook game send-up of Facebook games, and A Slow Year, a collection of videogame poems for Atari VCS, Windows, and Mac, and winner of the Vanguard and Virtuoso awards at the 2010 Indiecade Festival. Bogost holds a Bachelors degree in Philosophy and Comparative Literature from the University of Southern California, and a Masters and Ph.D. in Comparative Literature from UCLA. You can follow him on twitter <a href=""twitter.com/ibogost"" target=""_blank"">@ibogost</a>.",,ibogost
Irene Eleta,Eleta,Irene,,Doctoral Candidate,"College of Information Studies, University of Maryland",,,,,ieleta
James English,English,James,,Professor of English and Director of the Penn Humanities Forum,University of Pennsylvania,,,"Jim English is John Welsh Centennial Professor of English, director of the Penn Humanities Forum, and founding director of the Price Lab for Digital Humanities at the University of Pennsylvania. His most recent books are <em>The Economy of Prestige: Prizes, Awards, and the Circulation of Cultural Value</em> (2005) and <em>The Global Future of English Studies</em> (2012). A past editor of <em>Postmodern Culture</em>, he co-edited with Rita Felski a special 2010 issue of <em>New Literary History</em> on “New Sociologies of Literature.”",english.upenn.edu/people/james-english,
James Smith,Smith,James,,Software Architect,"MITH, University of Maryland",,,,,jgsmith
Janel Brennan-Tillmann,Brennan-Tillmann,Janel,,"Academic Technologist, Instructional Designer",University of Maryland,,,"Janel works in the School of Languages, Literatures and Cultures in the College of Arts &amp; Humanities, where she is both an academic technologist and an instructional designer who works with faculty to explore, create and integrate technology and multimedia resources into their language and literature courses. She has served as an instructor of Spanish and/or teacher trainer in Harford and Anne Arundel County public schools, Harford Community College, Anne Arundel Community College and Towson University. Janel received her BA in Spanish from <a href=""www.naz.edu/"">Nazareth College of Rochester</a>, NY and a M.Ed in Secondary Education &amp; Instructional Technology from Towson University, MD.",digilang.blogspot.com,
Janet Murray,Murray,Janet,,Associate Dean for Research,"Graduate Program in Digital Media, School of Literature, Communication and Culture, Georgia Institute of Technology",,,"<strong>Janet H. Murray</strong> is an internationally recognized interactive designer, the former director of Georgia Tech's Masters and PhD Program in <a href=""dm.gatech.edu/"">Digital Media</a> (2000-2010), and a member of Georgia Tech's interdisciplinary <a href=""www.gvu.gatech.edu/"">GVU</a> Center.  She is the author of <a href=""www.amazon.com/Hamlet-Holodeck-Future-Narrative-Cyberspace/dp/0262631873/ref=sr_1_1?ie=UTF8&amp;s=books&amp;qid=1286224623&amp;sr=8-1"">Hamlet on the Holodeck: The Future of Narrative in Cyberspace </a>(Free Press, 1997; MIT Press 1998), which has been translated into 5 languages, and  is widely used as a roadmap to emerging broadband art, information, and entertainment environments,and <a href=""mitpress.mit.edu/catalog/item/default.asp?ttype=2&amp;tid=12666"">Inventing the Medium: Principles of Interaction Design as a Cultural Practice</a> (MIT Press, 2011). Her interactive design projects at include a <a href=""dm.gatech.edu/%7Emurray/casablancaNEHmagazine.pdf"">digital edition of the Warner Brothers classic, </a><a href=""dm.gatech.edu/%7Emurray/casablancaNEHmagazine.pdf"">Casablanca</a>,  funded by NEH and in collaboration with the American Film Institute; and the <a href=""intel.gatech.edu"">Interactive Toolkit for Engineering Learning</a> Project, funded by NSF. In addition, she directs the <a href=""etv.gatech.edu"">Experimental Television Laboratory</a>, which has worked on interactive television applications for PBS, ABC , MTV, Turner, and other networks. Find her online at <a href=""inventingthemedium.com"" target=""_blank"">inventingthemedium.com</a>.",,JanetMurray
