speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Bill Ferster,Ferster,Bill,,Senior Scientist,University of Virginia,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Bill Ferster}\u160?directs the\u160?{\field{\*\fldinst{HYPERLINK ""www.viseyes.org""}}{\fldrslt{\ul
VisualEyes Project
}}}
\u160?at the University of Virginia with a joint faculty appointment with the Center for Technology and Teacher Education at the Curry School of Education, and with the \u160?Sciences, Humanities & Arts Technology Initiative (SHANTI) \u160?at the College of Arts and Sciences._x000D_ _x000D_ In past lives, he founded StageTools, a leading developer of digital motion control tools with its MovingPicture product; Editing Machines, EMMY award winning developer of the first digital nonlinear editing system; and West End, a pioneer in PC-based animation and presentation graphics tools.\par}

",,
Bill Lefurgy,Lefurgy,Bill,,Digital Initiatives Manager,National Digital Information Infrastructure and Preservation Program at the Library of Congress,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Bill LeFurgy}, digital initiatives manager, has worked for the National Digital Information Infrastructure and Preservation Program (NDIIPP)\u160?at the Library of Congress since June 2002. He leads the NDIIPP Communications Team, which interacts with a broad range of people interested in preserving access to digital information. In former lives, LeFurgy dealt with electronic records at the National Archives and Records Administration and served as Baltimore City Archivist and Records Management Officer. While he has memories of punch cards, monochrome monitors, and 30-pound portable computers, he is also an enthusiastic creator and consumer of social media. He has a BA degree in History from McGill University, as well as an MLS and MA in History from the University of Maryland.\par}

",,blefurgy
Brad Pasanek,Pasanek,Brad,,Assistant Professor of Eighteenth-Century Literature and Digital Humanities,University of Virginia,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Brad Pasanek} is the Assistant Professor of Eighteenth-Century Literature and Digital Humanities at the University of Virginia. Brad received his B.A. from the University of Chicago and his Ph.D. from Stanford University. He recently published two Literary and Linguistic Computing works: ""Meaning and Mining"" & ""Mining Millions of Metaphors.""\par}

",bradpasanek.com,bpasanek
Brandon Morse,Morse,Brandon,,,"Art, University of Maryland",,,"

",,
Brent Seales,Seales,Brent,,Professor and Chair of Computer Science,"Center for Visualization and Virtual Environments, University of Kentucky",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Dr. Seales\u8217' research focuses on digital imaging in two very different directions: medical imaging and cultural heritage. His EDUCE project (Enhanced Digital Unwrapping for Conservation and Exploration) seeks to create readable images of texts such as papyrus scrolls, without opening them, using minimally invasive scanning and virtual unwrapping. Dr. Seales is developing and evaluating new techniques for digital acquisition, restoration, and visualization using real-world library collections with particular focus on preservation and dissemination. He is also the director of the STITCH project (Surgical Technology Integration with Tools for Cognitive Human Factors), which envisions a networked operating room of the future, where computers and surgical instruments are connected. The result: an enriched and more efficient environment for surgeons.\par}

",vis.uky.edu/about/people/faculty/brent-seales/,
Brett Bobley,Bobley,Brett,,,National Endowment for the Humanities,,,"

",,
Bryan Carter,Carter,Bryan,,Associate Professor of Literature,University of Central Missouri,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Bryan Carter} is an Associate Professor of literature at the University of Central Missouri. He specializes in African American literature of the 20th Century with a primary focus on the Harlem Renaissance and has a secondary emphasis on visual culture. He has published numerous articles on his project, Virtual Harlem, an educational sim in Second Life representing Harlem as it existed during the Harlem Renaissance of the 1920s, and has presented it at locations around the world.\par}

",ibryancarter.com,bcmin
Byron Hawk,Hawk,Byron,,Associate Professor of English,George Mason University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_ _x000D__x000D_ Byron Hawk is an Associate Professor of English at George Mason University. His research interests are histories and theories of composition, rhetorical theory and technology, and rhetorics of popular music. He is the author of {\i A Counter-History of Composition: Toward Methodologies of Complexity\u160?}(University of Pittsburgh Press, 2007), which won JAC's W. Ross Winterowd Award._x000D__x000D_ _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}

",,
Caetlin Benson-Allott,Benson-Allott,Caetlin,,"Assistant Professor of English and Core Faculty Member, Film and Media Studies",Georgetown University ,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Caetlin Benson-Allott is the author of\u160?{\i Killer Tapes and Shattered Screens: Video Spectatorship from VHS to File Sharing}\u160?(Berkeley: University of California Press, 2013). Her work on film and technology, home video, and spectatorship has appeared in\u160?{\i South Atlantic Quarterly},\u160?{\i The Journal of Visual Culture},\u160?{\i Jump Cut},\u160?{\i Film Quarterly},\u160?{\i Film Criticism},\u160?{\i In Media Res},\u160?{\i The Quarterly Review of Film and Video}, and multiple anthologies. Her dissertation won the Society for the Cinema and Media Studies Best Dissertation Award in 2009. After winning Film Quarterly's 50th Anniversary Review Essay Competition in 2008, she continued to write for the journal and is now a regular columnist and contributing editor. She is currently working on two book projects, a history of the remote control device (to be published in Bloomsbury Press's Object Lessons series), and comparative study of the political impact of stunt work and digital visual effects that focuses on the automotive spectacles of the 1970s and 2000s US car movie cycles. She teaches courses on film history and theory, histories of new media, gender and technology studies, and the horror genre. She spends her spare time playing with her Shih Tzu, Frisco.\par}

",,VideoPhD
Caitlin Pollock,Pollock,Caitlin,,Associate Librarian &amp; Digital Scholarship Specialist,University of Michigan Library,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Caitlin Pollock is the Digital Scholarship Specialist for University of Michigan Library, where she works with students and faculty on digital scholarship workshops, projects, and initiatives.She has a BA from Vassar College and received a Master of Science in Library and Information Science from Pratt Institute and a Master of Arts in Digital Humanities from Loyola University Chicago. Her research interests include Black digital humanities, inclusive humanities data, critical race feminist data praxis, and African American women\u8217's history, focusing on the Black female activists of the late nineteenth century.\par}

",,
Carl Stahmer,Stahmer,Carl,,,MITH,,,"

",,
Carla L. Peterson,Peterson,Carla L.,,Professor of English,University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Carla L. Peterson}\u160?is a professor in the\u160?{\field{\*\fldinst{HYPERLINK ""www.english.umd.edu/""}}{\fldrslt{\ul
Department of English
}}}
\u160?at the University of Maryland, and affiliate faculty of the departments of Women\u8217's Studies, American Studies, and African-American Studies. Peterson received her undergraduate degree from Radcliffe College and a Ph.D. in Comparative Literature from Yale University. She is the author of{\field{\*\fldinst{HYPERLINK ""books.google.com/books?id=jrirQL5L0xgC&source=gbs_navlinks_s""}}{\fldrslt{\ul
\u8220""Doers of the Word\u8221"": African-American Women Speakers and Writers in the North (1830-1880)
}}}
\u160?(Rutgers University Press, 1998). She has published numerous essays on nineteenth-century African American literature and culture. Her newly published book, titled\u160?{\field{\*\fldinst{HYPERLINK ""yalepress.yale.edu/book.asp?isbn=9780300162554""}}{\fldrslt{\ul
Black Gotham: A Family History of African Americans in Nineteenth-Century New York City
}}}
\u160?(Yale University Press, 2011), is a social and cultural history of African Americans in nineteenth-century New York City as seen through the lens of family history.\par}

",,bgarchive
Catherine Hays Zabriskie,Hays Zabriskie,Catherine,,"Associate Director of Academic Technology, College of Arts and Humanities",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_ _x000D__x000D_ Catherine Hays Zabriskie is the Associate Director of Academic Technology for the College of Arts and Humanities. She supports ARHU faculty in their use of technology in teaching and research. Catherine coordinates the College's {\field{\*\fldinst{HYPERLINK ""www.arhu.umd.edu/technology/workshops/index.html""}}{\fldrslt{\ul
Digital Technology in the Arts and Humanities
}}}
 learning opportunities for faculty. In addition, Catherine is available to meet with faculty for individual project consulting and software tutoring. She coordinates the {\field{\*\fldinst{HYPERLINK ""www.arhu.umd.edu/utap/""}}{\fldrslt{\ul
Undergraduate Technology Apprenticeship
}}}
 program for the College as well as other projects such as the {\field{\*\fldinst{HYPERLINK ""www.arhu.umd.edu/vislit/""}}{\fldrslt{\ul
Visual Literacy Toolbox
}}}
._x000D__x000D_ _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}

",,
